ID,Month,Day,Year,CaptureTime,ReleaseTime,BandNumber,Species,Age,Sex,Wing,Weight,Culmen,Hallux,Tail,CaptureDateTime
247,10,9,1995,12:50,NA,1387-79187,RT,I,U,390,900,27.5,28.6,225,1995-10-09T12:50:00Z
248,10,10,1995,11:50,NA,1207-64630,RT,I,U,411,1300,25.9,31.9,238,1995-10-10T11:50:00Z
249,10,10,1995,14:25,NA,1705-24608,CH,I,F,259,470,16.6,23.4,221,1995-10-10T14:25:00Z
250,10,11,1995,14:25,NA,1387-79188,RT,A,U,380,1040,26.4,30.9,212,1995-10-11T14:25:00Z
251,10,11,1995,14:25,NA,1387-79189,RT,I,U,370,950,27.3,30.5,215,1995-10-11T14:25:00Z
252,10,11,1995,13:15,NA,1387-79190,RT,I,U,415,1320,29.4,33.9,235,1995-10-11T13:15:00Z
253,10,12,1995,10:37,NA,1204-45807,SS,I,F,215,180,14.1,12.7,132,1995-10-12T10:37:00Z
254,10,12,1995,13:20,NA,1387-79191,RT,I,U,410,1280,27.9,32.7,229,1995-10-12T13:20:00Z
255,10,12,1995,14:20,NA,1387-79192,RT,I,U,412,1310,26.1,31.1,251,1995-10-12T14:20:00Z
256,10,12,1995,14:30,NA,1207-64631,RT,A,U,384,910,26.4,28.4,215,1995-10-12T14:30:00Z
257,10,13,1995,12:05,NA,1207-64632,RT,I,U,404,1220,28.6,30.4,225,1995-10-13T12:05:00Z
258,10,13,1995,13:00,NA,1387-79193,RT,I,U,375,920,23.8,28.8,210,1995-10-13T13:00:00Z
259,10,13,1995,15:00,NA,1387-79794,RT,I,U,410,1135,26.4,32.4,267,1995-10-13T15:00:00Z
260,10,14,1995,10:05,NA,1387-79195,RT,I,U,384,940,26.2,29.8,220,1995-10-14T10:05:00Z
261,10,14,1995,13:25,NA,1207-64634,RT,I,U,385,920,25,32.2,238,1995-10-14T13:25:00Z
262,10,14,1995,13:40,NA,1387-79196,RT,I,U,398,1280,28,32.4,248,1995-10-14T13:40:00Z
264,10,15,1995,14:30,NA,1387-79197,RT,I,U,425,1220,27.3,33,241,1995-10-15T14:30:00Z
265,10,15,1995,15:00,NA,1397-79198,RT,I,U,401,1000,26.7,28,212,1995-10-15T15:00:00Z
266,10,16,1995,12:35,NA,1387-79172,RT,I,U,387,1120,26.8,25.1098976109215,221,1995-10-16T12:35:00Z
267,10,16,1995,13:33,NA,1807-53105,RT,I,U,376,925,26,30.8,233,1995-10-16T13:33:00Z
268,10,17,1995,11:10,NA,1423-16223,SS,A,M,171,90,9.9,11.9,138,1995-10-17T11:10:00Z
269,10,17,1995,11:45,NA,1207-64635,RT,A,U,420,1280,27.5,31.8,230,1995-10-17T11:45:00Z
270,10,18,1995,12:20,NA,877-76379,RT,I,U,385,985,27.5,30.8,223,1995-10-18T12:20:00Z
271,10,18,1995,13:05,NA,2107-64631,RT,I,U,405,1350,28.3,32.6,226,1995-10-18T13:05:00Z
272,10,18,1995,13:15,NA,1807-53107,RT,I,U,350,730,24.6,25.7,208,1995-10-18T13:15:00Z
273,10,18,1995,12:00,NA,1387-79200,RT,I,U,388,890,27.8,31.2,231,1995-10-18T12:00:00Z
274,10,18,1995,12:02,NA,877-76380,RT,I,U,398,1020,26.5,31.1,217,1995-10-18T12:02:00Z
275,10,20,1995,10:10,NA,1207-64637,RT,A,U,410,1000,27.1,30.6,230,1995-10-20T10:10:00Z
276,10,23,1995,10:30,NA,2003-58469,SS,I,F,202,150,11.7,14.1,153,1995-10-23T10:30:00Z
277,10,23,1995,12:20,NA,1343-78405,SS,I,F,204,180,11.5,12.4,186,1995-10-23T12:20:00Z
278,11,2,1995,12:05,NA,8777-63481,RT,A,U,382,1020,26.5,29.4,225,1995-11-02T12:05:00Z
279,11,2,1995,13:00,NA,1207-64638,RT,I,U,111,1340,26.85,31.9,226,1995-11-02T13:00:00Z
280,11,20,1995,14:10,NA,1207-64639,RT,I,U,396,1300,27.3,30.5,214,1995-11-20T14:10:00Z
281,11,21,1995,11:45,NA,8777-6382,RT,I,U,363,1015,25.5,30.1,242,1995-11-21T11:45:00Z
282,10,2,1996,9:47,NA,1807-53108,RT,I,U,360,900,30.5,28.8,220,1996-10-02T09:47:00Z
283,10,10,1996,10:45,NA,1207-64640,RT,I,U,390,1000,26.1,29.6,250,1996-10-10T10:45:00Z
284,10,10,1996,11:07,NA,1204-45808,SS,I,M,195,150,12.3,14.6,178,1996-10-10T11:07:00Z
285,10,10,1996,12:15,NA,1207-64641,RT,A,U,390,1050,24.8,32.5,220,1996-10-10T12:15:00Z
286,10,10,1996,13:20,NA,1207-64642,RT,I,U,380,950,24.9,29,240,1996-10-10T13:20:00Z
287,10,14,1996,9:40,NA,1705-24609,CH,I,M,225,350,12.6,26,215,1996-10-14T09:40:00Z
288,10,17,1996,13:05,NA,1705-24610,CH,A,M,247,375,16.9,18.2,160,1996-10-17T13:05:00Z
289,10,18,1996,10:58,NA,1207-64643,RT,A,U,415,1175,28.3,33.2,230,1996-10-18T10:58:00Z
290,10,23,1996,9:25,NA,1387-92101,RT,I,U,354,980,25.8,29.3,220,1996-10-23T09:25:00Z
291,10,24,1996,10:35,NA,1387-92102,RT,A,U,417,1260,29,32.8,234,1996-10-24T10:35:00Z
292,10,24,1996,11:18,NA,1387-92103,RT,I,U,379,1050,25.9,31.3,226,1996-10-24T11:18:00Z
293,10,25,1996,10:40,NA,1207-64644,RT,A,U,412,1330,29.2,32.2,218,1996-10-25T10:40:00Z
294,10,27,1996,16:16,NA,1387-92104,RT,A,U,377,980,28,29.1,209,1996-10-27T16:16:00Z
295,10,28,1996,12:40,NA,1387-92105,RT,I,U,372,920,25.3,30,228,1996-10-28T12:40:00Z
296,10,30,1996,9:25,NA,999-0296,RT,I,U,420,1540,29.9,35.5,235,1996-10-30T09:25:00Z
297,10,30,1996,11:30,NA,1387-92106,RT,I,U,368,1060,25.5,26.9,223,1996-10-30T11:30:00Z
298,11,1,1996,14:05,NA,1207-64645,RT,I,U,406,1420,29.9,32,245,1996-11-01T14:05:00Z
299,11,7,1996,13:20,NA,1705-24611,CH,I,M,225,400,15,20,202,1996-11-07T13:20:00Z
300,9,9,1997,12:01,NA,1387-92125,RT,I,U,392,1142,27.2,33,235,1997-09-09T12:01:00Z
301,9,9,1997,13:06,13:26:00,2003-58576,SS,I,F,191,157,12,13.8,158,1997-09-09T13:06:00Z
302,9,10,1997,10:39,10:53:00,1423-16276,SS,I,M,161,98,10.3,11.7,133,1997-09-10T10:39:00Z
303,9,10,1997,14:35,14:50:00,1387-92127,RT,I,U,365,813,26.2,30.1,221,1997-09-10T14:35:00Z
304,9,11,1997,10:05,10:32:00,1423-16277,SS,I,M,156,94,9.9,11.4,125,1997-09-11T10:05:00Z
305,9,12,1997,11:00,10:20:00,2003-58577,SS,I,F,191,155,16.5,14.4,158,1997-09-12T11:00:00Z
306,9,14,1997,10:46,11:00:00,2003-58578,SS,I,F,198,181,12.5,14.1,159,1997-09-14T10:46:00Z
307,9,14,1997,12:35,12:50:00,872-09631,SS,I,M,160,92,9.8,11,132,1997-09-14T12:35:00Z
308,9,17,1997,12:26,13:10:00,872-09633,SS,I,M,164,98,10.1,11.4,136,1997-09-17T12:26:00Z
309,9,17,1997,13:04,13:45:00,1387-92128,RT,I,U,352,1024,26.6,30.3,216,1997-09-17T13:04:00Z
310,9,17,1997,15:02,14:07:00,1705-24626,CH,I,F,265,464,19.2,24.1,225,1997-09-17T15:02:00Z
311,9,18,1997,11:16,11:28:00,872-09634,SS,I,M,163,100,10.4,11.2,137,1997-09-18T11:16:00Z
312,9,18,1997,14:33,14:45:00,1423-16228,SS,I,F,193,186,12.8,14,155,1997-09-18T14:33:00Z
313,9,19,1997,13:05,13:36:00,1423-16229,SS,I,F,190,164,11.9,14.5,155,1997-09-19T13:05:00Z
314,9,20,1997,10:30,10:42:00,972-04635,SS,I,M,165,98,10.1,11.4,138,1997-09-20T10:30:00Z
316,9,21,1997,11:42,11:50:00,1426-16230,SS,A,F,198,158,12.1,14.5,154,1997-09-21T11:42:00Z
317,9,21,1997,11:55,12:07:00,1387-92129,RT,I,U,370,1023,25.8,30.1,216,1997-09-21T11:55:00Z
318,9,23,1997,13:35,11:55:00,1202-72601,RT,I,U,230,340,16.5,30.5,200,1997-09-23T13:35:00Z
319,9,23,1997,11:43,12:09:00,1705-24627,CH,I,M,194,163,12.2,20,158,1997-09-23T11:43:00Z
320,9,23,1997,12:00,12:24:00,1423-16231,SS,I,F,157,92,9.8,14.7,132,1997-09-23T12:00:00Z
321,9,23,1997,12:13,10:50:00,872-09638,SS,I,M,260,550,19.5,11.2,215,1997-09-23T12:13:00Z
322,9,24,1997,10:19,NA,1705-24628,CH,A,F,377,1119,25.4,23.9,226,1997-09-24T10:19:00Z
323,9,24,1997,11:20,NA,1387-92130,RT,I,U,364,917,26,29.6,216,1997-09-24T11:20:00Z
324,9,25,1997,10:45,NA,1387-92131,RT,I,U,367,946,26.7,28.9,221,1997-09-25T10:45:00Z
325,9,25,1997,11:00,NA,1387-92132,RT,I,U,233,337,15.7,31.9,196,1997-09-25T11:00:00Z
326,9,25,1997,12:05,NA,1204-45809,CH,I,M,336,742,23.4,18.8,221,1997-09-25T12:05:00Z
327,9,26,1997,10:10,NA,1423-16233,SS,I,F,259,439,18.8,15.2,218,1997-09-26T10:10:00Z
328,9,26,1997,10:59,NA,1705-24629,CH,I,F,199,187,12.2,24.2,157,1997-09-26T10:59:00Z
329,9,26,1997,13:35,13:52:00,1423-16232,SS,I,F,165,92,9.7,14.6,135,1997-09-26T13:35:00Z
330,9,26,1997,13:36,14:40:00,872-09639,SS,I,M,370,1094,27.3,11.5,221,1997-09-26T13:36:00Z
331,9,26,1997,14:26,NA,1387-92133,RT,I,U,362,832,23.8,32.6,210,1997-09-26T14:26:00Z
333,9,30,1997,12:50,NA,1387-92134,RT,I,U,368,1244,26.7,30.2,220,1997-09-30T12:50:00Z
334,10,1,1997,10:50,11:00:00,1387-92135,RT,I,U,367,974,25.2,29.6,221,1997-10-01T10:50:00Z
335,10,1,1997,11:58,12:27:00,1387-92136,RT,I,U,400,1289,28.6,32.1,242,1997-10-01T11:58:00Z
336,10,1,1997,12:25,12:41:00,1387-92137,RT,I,U,379,999,28.3,32,220,1997-10-01T12:25:00Z
337,10,1,1997,12:32,12:59:00,1387-92138,RT,I,U,360,994,26.5,30.4,210,1997-10-01T12:32:00Z
338,10,1,1997,12:57,13:14:00,1387-92139,RT,I,U,362,1004,27,31.4,221,1997-10-01T12:57:00Z
339,10,2,1997,11:52,12:05:00,1387-92140,RT,I,U,378,1097,28.9,33.4,236,1997-10-02T11:52:00Z
340,10,2,1997,13:17,13:32:00,1423-16234,SS,I,F,201,185,13.1,14.5,162,1997-10-02T13:17:00Z
341,10,6,1997,12:01,12:21:00,1423-16235,SS,I,M,193,181,12.8,11.5,150,1997-10-06T12:01:00Z
342,10,6,1997,14:08,14:37:00,1387-92141,RT,I,U,372,1092,27.2,31.8,235,1997-10-06T14:08:00Z
343,10,8,1997,10:00,10:25:00,1387-92142,RT,I,U,369,1049,30.1,32,231,1997-10-08T10:00:00Z
344,10,8,1997,11:52,12:13:00,1387-92143,RT,I,U,354,998,27.2,29.2,227,1997-10-08T11:52:00Z
345,10,9,1997,9:57,11:07:00,1387-92144,RT,I,U,367,1091,31.8,34.2,238,1997-10-09T09:57:00Z
346,10,9,1997,13:00,13:32:00,1387-92145,RT,I,U,349,987,29,31.1,225,1997-10-09T13:00:00Z
347,10,9,1997,13:27,13:57:00,1387-92146,RT,I,U,375,1151,34.1,33.7,249,1997-10-09T13:27:00Z
348,10,9,1997,14:27,14:50:00,1387-92147,RT,I,U,343,971,25.1,26.1,213,1997-10-09T14:27:00Z
349,10,9,1997,14:58,15:15:00,1387-92148,RT,I,U,360,1159,32.9,34,240,1997-10-09T14:58:00Z
350,10,10,1997,11:45,12:00:00,1387-92149,RT,I,U,395,1239,26.7,33.2,231,1997-10-10T11:45:00Z
351,10,10,1997,11:55,12:08:00,1397-92150,RT,I,U,400,1216,28.5,32.1,227,1997-10-10T11:55:00Z
352,10,10,1997,12:10,12:30:00,1423-16236,SS,A,F,170,177,12.3,14.4,155,1997-10-10T12:10:00Z
353,10,13,1997,14:21,14:45:00,1705-24630,CH,I,F,268,469,20,24.9,227,1997-10-13T14:21:00Z
354,10,14,1997,11:52,12:05:00,1387-92151,RT,I,U,369,1039,26.9,29.5,223,1997-10-14T11:52:00Z
355,10,14,1997,14:15,14:30:00,1387-92152,RT,I,U,365,1079,25.2,30,228,1997-10-14T14:15:00Z
356,10,16,1997,13:05,13:25:00,1387-92153,RT,A,U,375,1159,33.8,32.7,242,1997-10-16T13:05:00Z
357,10,17,1997,10:00,NA,1423-16238,SS,I,M,230,162,12.3,13.8,149,1997-10-17T10:00:00Z
358,10,17,1997,14:35,15:00:00,12044-5876,CH,A,M,213,339,23.5,13.8,184,1997-10-17T14:35:00Z
359,10,20,1997,11:21,11:35:00,1387-92154,RT,A,U,382,1403,34.9,34.7,247,1997-10-20T11:21:00Z
360,10,20,1997,12:34,12:50:00,1423-16239,SS,I,M,168,175,12.9,14,158,1997-10-20T12:34:00Z
361,10,20,1997,12:49,13:05:00,1387-92155,RT,A,U,478,1473,39.2,25.1098976109215,267,1997-10-20T12:49:00Z
362,10,20,1997,13:05,13:20:00,1387-92157,RT,I,U,469,1001,29.9,25.1098976109215,257,1997-10-20T13:05:00Z
363,10,21,1997,12:16,12:33:00,1423-16278,SS,I,M,172,98,8.7,10.9,148,1997-10-21T12:16:00Z
364,10,21,1997,13:47,14:10:00,1387-92156,RT,I,U,373,914,25.9,30.4,221,1997-10-21T13:47:00Z
365,10,23,1997,12:10,12:36:00,1387-92158,RT,A,U,386,1059,25.5,30.5,214,1997-10-23T12:10:00Z
366,10,23,1997,14:36,15:03:00,1207-72603,RT,I,U,384,1147,29,35,229,1997-10-23T14:36:00Z
367,10,31,1997,11:00,11:47:00,1807-53127,RT,I,U,351,949,26.8,29.7,213,1997-10-31T11:00:00Z
368,10,31,1997,11:50,12:14:00,872-09640,SS,I,M,168,102,9.6,11.9,138,1997-10-31T11:50:00Z
369,11,1,1997,12:21,12:34:00,1807-53128,RT,I,U,363,973,24.8,27.3,213,1997-11-01T12:21:00Z
370,11,1,1997,14:22,14:34:00,1423-16240,SS,I,F,199,196,12.4,15.2,158,1997-11-01T14:22:00Z
371,11,3,1997,11:30,12:01:00,12044-5877,CH,I,M,235,327,16.5,20.3,193,1997-11-03T11:30:00Z
372,11,3,1997,12:15,NA,1387-92159,RT,A,U,374,1064,26,32.1,201,1997-11-03T12:15:00Z
373,11,3,1997,12:52,NA,1807-53129,RT,I,U,369,749,24,26.8,216,1997-11-03T12:52:00Z
374,11,6,1997,11:22,11:41:00,1343-78476,SS,I,F,202,201,11.7,14.9,165,1997-11-06T11:22:00Z
375,11,7,1997,11:26,11:46:00,1423-16241,SS,I,F,202,180,12.4,14.1,160,1997-11-07T11:26:00Z
376,11,10,1997,12:30,12:49:00,1387-92160,RT,I,U,374,1213,24.9,28,244,1997-11-10T12:30:00Z
377,11,11,1997,11:10,11:35:00,1387-92161,RT,I,U,389,1200,28.2,30.8,230,1997-11-11T11:10:00Z
378,11,15,1997,12:54,13:08:00,1387-92162,RT,I,U,379,1040,25.3,29.4,227,1997-11-15T12:54:00Z
379,11,18,1997,11:25,NA,872-09641,SS,I,M,170,113,10.6,11.1,139,1997-11-18T11:25:00Z
380,9,20,1998,14:45,NA,1387-92166,RT,I,U,373,919,24.2,28.5,233,1998-09-20T14:45:00Z
381,9,21,1998,11:45,NA,1207-72604,RT,I,U,403,1487,26,32.5,240,1998-09-21T11:45:00Z
382,10,1,1998,10:42,NA,1207-72606,RT,I,U,400,1254,25.2,30,237,1998-10-01T10:42:00Z
383,10,8,1998,9:45,NA,2003-58581,SS,A,F,205,156,10.8,14.1,144,1998-10-08T09:45:00Z
384,10,8,1998,10:45,NA,1207-72607,RT,I,U,405,1189,27.7,31.3,210,1998-10-08T10:45:00Z
385,10,8,1998,14:10,NA,1387-92173,RT,I,U,382,979,24.8,27.9,225,1998-10-08T14:10:00Z
386,10,9,1998,11:15,NA,1142-19209,SS,A,M,165,96,10.7,11.4,125,1998-10-09T11:15:00Z
387,10,9,1998,12:10,NA,1387-92174,RT,I,U,407,1339,27.3,33.4,246,1998-10-09T12:10:00Z
388,10,9,1998,12:25,NA,1387-92175,RT,I,U,403,1199,28.8,31,225,1998-10-09T12:25:00Z
389,10,10,1998,11:00,NA,1207-72608,RT,I,U,406,1344,27.9,33.1,230,1998-10-10T11:00:00Z
390,10,10,1998,12:05,NA,1387-92196,RT,I,U,381,969,26.1,31.1,220,1998-10-10T12:05:00Z
391,10,12,1998,10:15,NA,1387-92177,RT,I,U,395,1039,26,29.7,230,1998-10-12T10:15:00Z
392,10,12,1998,11:45,NA,1207-72609,RT,I,U,410,1054,28.5,31.5,233,1998-10-12T11:45:00Z
393,10,12,1998,14:30,NA,1204-45878,CH,A,F,243,334,17.5,19.2,196,1998-10-12T14:30:00Z
394,10,14,1998,13:30,NA,1423-16242,SS,I,M,170,101,9.8,11,135,1998-10-14T13:30:00Z
395,10,15,1998,14:35,NA,1343-78477,SS,A,F,210,181,12.2,15,170,1998-10-15T14:35:00Z
396,10,21,1998,10:40,NA,1207-72610,RT,A,U,425,1449,30.3,33,232,1998-10-21T10:40:00Z
397,10,22,1998,14:01,NA,1387-92178,RT,I,U,402,985,26.6,29.8,234,1998-10-22T14:01:00Z
398,10,26,1998,10:17,NA,1387-92180,RT,A,U,480,1598,34.2,35.4,239,1998-10-26T10:17:00Z
399,10,26,1998,12:15,NA,1387-92181,RT,I,U,412,992,30.1,31.5,230,1998-10-26T12:15:00Z
400,10,29,1998,10:25,NA,1705-24634,CH,I,F,260,569,19.1,24,227,1998-10-29T10:25:00Z
401,11,2,1998,11:55,NA,1207-72611,RT,A,U,381,1354,28.2,32,213,1998-11-02T11:55:00Z
402,11,3,1998,14:53,NA,1207-72612,RT,A,U,392,969,25.9,29,207,1998-11-03T14:53:00Z
403,11,4,1998,10:35,NA,9387-92182,RT,I,U,382,1080,25.3,31,214,1998-11-04T10:35:00Z
404,11,4,1998,12:10,NA,1343-78478,SS,A,F,196,185,12.5,14,146,1998-11-04T12:10:00Z
405,11,9,1998,1:31,NA,1387-92183,RT,A,U,391,1097,27.9,32.8,217,1998-11-09T01:31:00Z
406,11,11,1998,11:48,NA,1207-72613,RT,A,U,397,1439,28.8,31.4,216,1998-11-11T11:48:00Z
408,11,11,1998,14:15,NA,1387-92184,RT,I,U,376,1019,25.8,29.5,216,1998-11-11T14:15:00Z
409,11,12,1998,14:00,NA,1207-726114,RT,A,U,410,1239,29.5,31.8,222,1998-11-12T14:00:00Z
410,11,18,1998,11:30,NA,1207-72615,RT,I,U,381,1399,27.6,31.3,288,1998-11-18T11:30:00Z
411,11,19,1998,13:07,NA,1387-92185,RT,I,U,396,1169,27.5,25.2,238,1998-11-19T13:07:00Z
412,11,20,1998,10:30,NA,1387-92186,RT,I,U,383,1164,27,29.9,199,1998-11-20T10:30:00Z
413,11,20,1998,11:52,NA,1343-78479,SS,I,F,203,176,11.5,14.7,161,1998-11-20T11:52:00Z
415,9,7,1999,11:00,NA,1205-24636,CH,I,F,255,429,19,22.9,208,1999-09-07T11:00:00Z
416,9,10,1999,11:05,NA,1423-16243,SS,I,F,196,160,12.3,14.7,137,1999-09-10T11:05:00Z
417,9,13,1999,10:15,NA,872-09646,SS,I,M,168,105,10.2,11,143,1999-09-13T10:15:00Z
418,9,14,1999,15:30,NA,1387-92188,RT,I,U,392,890,24.1,29.2,219,1999-09-14T15:30:00Z
419,9,16,1999,12:08,NA,1142-19210,SS,I,M,163,100,9.7,11.6,128,1999-09-16T12:08:00Z
421,9,18,1999,12:08,NA,1207-72616,RT,I,U,395,1215,28.3,33,236,1999-09-18T12:08:00Z
422,9,18,1999,15:08,NA,1142-19211,SS,I,M,163,100,9.9,11.3,131,1999-09-18T15:08:00Z
423,9,18,1999,15:45,NA,1387-92189,RT,I,U,370,1030,27.6,31.4,225,1999-09-18T15:45:00Z
424,9,20,1999,10:17,NA,1204-45867,CH,A,M,225,340,15.7,19.4,190,1999-09-20T10:17:00Z
425,9,21,1999,12:12,NA,1213-58901,SS,I,F,197,165,11.9,9.6,150,1999-09-21T12:12:00Z
426,9,21,1999,13:00,NA,1387-92190,RT,I,U,376,985,26.4,30.3,223,1999-09-21T13:00:00Z
427,9,22,1999,10:55,NA,1387-92191,RT,I,U,372,975,26.5,31.6,225,1999-09-22T10:55:00Z
428,9,23,1999,11:11,NA,1207-72617,RT,I,U,391,1165,28.2,32.4,241,1999-09-23T11:11:00Z
429,9,24,1999,12:30,NA,1142-19212,SS,I,U,165,95,9.7,11.2,136,1999-09-24T12:30:00Z
430,9,24,1999,14:24,NA,1387-92192,RT,I,U,364,1044,23.5,29,210,1999-09-24T14:24:00Z
431,9,25,1999,11:35,NA,2003-99307,SS,A,F,202,180,12.9,15,160,1999-09-25T11:35:00Z
432,9,25,1999,12:00,NA,1142-19213,SS,I,M,163,125,9.7,10.9,135,1999-09-25T12:00:00Z
434,9,25,1999,14:10,NA,1387-92194,RT,I,U,375,890,24.6,28,219,1999-09-25T14:10:00Z
435,9,26,1999,12:55,NA,1387-92195,RT,I,U,392,1105,26.4,33.6,229,1999-09-26T12:55:00Z
436,9,29,1999,13:08,NA,1207-72618,RT,A,U,398,1310,28.3,35.2,211,1999-09-29T13:08:00Z
437,9,30,1999,9:20,NA,1387-19197,RT,I,U,371,895,26.8,31,204,1999-09-30T09:20:00Z
438,9,30,1999,12:31,NA,1387-19298,RT,A,U,367,1060,26.8,31,204,1999-09-30T12:31:00Z
439,9,30,1999,13:10,NA,2003-99308,SS,A,F,193,165,13.2,14.6,146,1999-09-30T13:10:00Z
440,10,2,1999,10:25,NA,1387-19299,RT,A,U,375,960,28.9,29.3,214,1999-10-02T10:25:00Z
441,10,4,1999,13:21,NA,1387-19220,RT,I,U,408,1270,29.4,33,236,1999-10-04T13:21:00Z
442,10,4,1999,15:10,NA,999-0442,CH,A,F,252,540,20,28.8,185,1999-10-04T15:10:00Z
443,10,5,1999,9:38,NA,1204-45868,CH,A,M,237,365,17.3,19.9,195,1999-10-05T09:38:00Z
444,10,5,1999,10:43,NA,1177-04601,RT,I,U,399,1170,28.3,29.9,247,1999-10-05T10:43:00Z
445,10,6,1999,9:45,NA,1705-24637,CH,A,F,268,590,20,19.9,215,1999-10-06T09:45:00Z
446,10,7,1999,12:40,NA,1207-72619,RT,I,U,388,1225,29,31.5,227,1999-10-07T12:40:00Z
447,10,8,1999,13:39,NA,2003-99309,SS,A,F,200,175,12.3,15.6,155,1999-10-08T13:39:00Z
448,10,11,1999,11:13,NA,2003-99310,SS,I,F,192,170,12.4,15.5,159,1999-10-11T11:13:00Z
449,10,11,1999,13:11,NA,1142-19214,SS,A,M,167,100,10,11.3,132,1999-10-11T13:11:00Z
450,10,11,1999,15:00,NA,1177-04699,RT,I,U,370,1060,26.6,31.9,225,1999-10-11T15:00:00Z
451,10,11,1999,15:00,NA,1142-19215,SS,A,M,162,110,10,11.8,130,1999-10-11T15:00:00Z
452,10,12,1999,11:05,NA,1177-04602,RT,I,U,363,850,25.5,30,220,1999-10-12T11:05:00Z
453,10,12,1999,11:20,NA,1177-04603,RT,I,U,371,1145,25.5,10.3,215,1999-10-12T11:20:00Z
454,10,13,1999,9:01,NA,2003-99311,SS,A,F,199,165,12.5,15.7,161,1999-10-13T09:01:00Z
455,10,14,1999,9:23,NA,1177-04604,RT,I,U,386,1090,26.1,28.2,226,1999-10-14T09:23:00Z
456,10,14,1999,9:52,NA,1207-72620,RT,I,U,400,1345,32.6,33.9,227,1999-10-14T09:52:00Z
457,10,14,1999,13:15,NA,1177-04605,RT,I,U,390,1050,26.6,29,236,1999-10-14T13:15:00Z
458,10,14,1999,13:49,NA,2003-99312,SS,A,F,199,200,12.5,14.9,169,1999-10-14T13:49:00Z
459,10,14,1999,14:45,NA,1705-24639,CH,A,F,254,505,19.6,24,212,1999-10-14T14:45:00Z
460,10,15,1999,10:08,NA,1177-14606,RT,A,U,382,1040,27.1,30.8,210,1999-10-15T10:08:00Z
461,10,15,1999,10:50,NA,803-05929,SS,A,F,196,155,12.7,14.3,164,1999-10-15T10:50:00Z
462,10,15,1999,11:29,NA,1177-04607,RT,I,U,354,965,26.2,28.5,226,1999-10-15T11:29:00Z
463,10,15,1999,12:27,NA,1177-04608,RT,I,U,403,1105,28.9,33.2,242,1999-10-15T12:27:00Z
464,10,15,1999,13:35,NA,2003-99313,SS,I,F,194,155,12.6,13.7,153,1999-10-15T13:35:00Z
465,10,15,1999,14:08,NA,1177-04609,RT,I,U,375,1045,27.2,30,221,1999-10-15T14:08:00Z
466,10,15,1999,14:39,NA,1807-53131,RT,I,U,369,900,24.4,27.3,220,1999-10-15T14:39:00Z
467,10,15,1999,15:33,NA,1177-04610,RT,I,U,368,1015,25.7,30.3,219,1999-10-15T15:33:00Z
468,10,16,1999,13:05,NA,1177-04611,RT,A,U,393,1385,27.9,32.6,225,1999-10-16T13:05:00Z
469,10,20,1999,11:28,NA,1177-04612,RT,I,U,370,1165,26,31.5,221,1999-10-20T11:28:00Z
470,10,20,1999,13:07,NA,1177-04613,RT,I,U,378,905,28,32.3,215,1999-10-20T13:07:00Z
471,10,21,1999,11:50,NA,1177-04614,RT,I,U,369,985,26,31.1,223,1999-10-21T11:50:00Z
472,10,21,1999,13:56,NA,1807-53132,RT,I,U,364,800,25.5,28.6,219,1999-10-21T13:56:00Z
473,10,22,1999,9:40,NA,1177-06415,RT,I,U,387,995,26.9,31.4,235,1999-10-22T09:40:00Z
474,10,23,1999,10:40,NA,1207-72621,RT,A,U,410,1460,29.4,33.6,216,1999-10-23T10:40:00Z
475,10,23,1999,11:39,NA,2003-99314,SS,I,F,194,165,11.9,14.1,151,1999-10-23T11:39:00Z
476,10,25,1999,14:00,NA,1207-72622,RT,A,U,410,1585,30.6,39.8,130,1999-10-25T14:00:00Z
477,10,27,1999,11:48,NA,803-05930,SS,A,F,194,185,13.1,15.5,154,1999-10-27T11:48:00Z
478,10,27,1999,12:55,NA,1177-04616,RT,I,U,373,920,25,28.3,223,1999-10-27T12:55:00Z
479,11,1,1999,12:55,NA,1207-72623,RT,I,U,390,1460,29.3,35.6,221,1999-11-01T12:55:00Z
480,11,2,1999,10:00,NA,1207-72624,RT,A,U,404,1315,30,32.5,220,1999-11-02T10:00:00Z
481,11,2,1999,11:35,NA,1177-04617,RT,I,U,375,1019,26,29.9,186,1999-11-02T11:35:00Z
482,11,3,1999,10:27,NA,1207-72625,RT,I,U,395,1215,29.7,31.3,217,1999-11-03T10:27:00Z
483,11,3,1999,14:30,NA,1177-04618,RT,I,U,379,1005,27.8,31.4,209,1999-11-03T14:30:00Z
484,11,4,1999,12:15,NA,1207-72626,RT,I,U,382,1350,27.9,29.9,215,1999-11-04T12:15:00Z
485,11,4,1999,14:00,NA,1207-72627,RT,I,U,404,1145,27.7,31.8,214,1999-11-04T14:00:00Z
486,11,5,1999,10:48,NA,2003-99315,SS,A,F,205,175,12.25,15.5,169,1999-11-05T10:48:00Z
487,11,5,1999,14:10,NA,1177-04619,RT,A,U,377,1010,25.4,29,207,1999-11-05T14:10:00Z
488,11,6,1999,11:54,NA,2003-99316,SS,I,M,184,155,12,14.9,153,1999-11-06T11:54:00Z
489,11,8,1999,12:25,NA,1177-04620,RT,I,U,390,1120,26.6,30,210,1999-11-08T12:25:00Z
490,11,9,1999,10:25,NA,1177-14621,RT,A,U,404,280,28.2,31.55,224,1999-11-09T10:25:00Z
