BC001_ID_Cliente,BC002_Edad,BC003_Genero,BC004_Estado_civil,BC005_Nivel_educativo,BC006_Segmento_socioeconomico,BC007_Ciudad_Zona,BC008_Antiguedad_meses,BC009_Canal_captacion,BC010_Tipo_cliente,BC011_Plan,BC012_Banda_valor_RFM,BC013_Frecuencia_compra,BC014_Num_pedidos_2024,BC015_Ticket_medio_EUR,BC016_Gasto_total_2024_EUR,BC017_Categoria_principal,BC018_Variedad_categorias,BC019_Pct_pedidos_descuento,BC020_Intensidad_descuento,BC021_Metodo_pago,BC022_Renovaciones_suscripcion,BC023_Dias_desde_ultima_compra,BC024_Tiempo_medio_entrega_dias,BC025_Retrasos_entrega_num,BC026_Incidencias_registradas_num,BC027_Contactos_atencion_num,BC028_Satisfaccion_entregas,BC029_Satisfaccion_plataforma,BC030_Estado_cliente,BC031_Tipo_abandono,BC032_Razon_abandono
VC002588,37,Masculino,Divorciado/a,4,Bajo,Valencia,4,Ads,No suscripción,<no aplica>,1,Ocasional,1,26,25,Hogar,2,56,3,PayPal,0,62,3,0,0,0,3.0,4.0,Activo,<no informado>,<no informado>
VC002589,29,Femenino,Soltero/a,2,Medio,Barcelona,10,Email,No suscripción,<no aplica>,2,Mensual,3,49,138,Bebés,3,48,2,Tarjeta,0,16,2,0,0,1,4.0,4.0,Activo,<no informado>,<no informado>
VC002590,38,Masculino,Soltero/a,4,Medio,Barcelona,54,Email,No suscripción,<no aplica>,5,Semanal,41,39,1728,Otros,8,64,3,Tarjeta,0,10,2,1,0,1,2.0,4.0,Activo,<no informado>,<no informado>
VC002591,54,Femenino,Pareja de hecho,3,Bajo,Barcelona,28,Ads,No suscripción,<no aplica>,2,Mensual,14,19,285,Alimentación,8,32,2,Tarjeta,0,27,2,0,1,1,4.0,,Activo,<no informado>,<no informado>
VC002592,34,Femenino,Soltero/a,1,Bajo,Madrid,6,Afiliados,No suscripción,<no aplica>,1,Ocasional,1,26,23,Alimentación,1,50,2,Tarjeta,0,101,1,0,0,0,4.0,4.0,Activo,<no informado>,<no informado>
VC002593,38,No binario,Casado/a,3,<no informado>,Madrid,29,Marketplace,No suscripción,<no aplica>,1,Ocasional,2,34,58,Mascotas,2,50,2,Transferencia,0,67,1,0,0,0,4.0,3.0,Activo,<no informado>,<no informado>
VC002594,40,Femenino,Pareja de hecho,3,<no informado>,Madrid,66,Orgánico,No suscripción,<no aplica>,2,Ocasional,3,55,133,Hogar,2,9,1,Contra reembolso,0,36,2,0,0,2,4.0,4.0,Activo,<no informado>,<no informado>
VC002595,49,Masculino,Pareja de hecho,2,Medio,Valencia,75,Email,No suscripción,<no aplica>,5,Semanal,30,40,1046,Hogar,8,33,2,Wallet,0,7,1,1,2,3,3.0,4.0,Activo,<no informado>,<no informado>
VC002596,18,Femenino,Pareja de hecho,5,Bajo,Madrid,76,Orgánico,No suscripción,<no aplica>,5,Semanal,29,30,907,Alimentación,7,42,2,Wallet,0,1,2,1,1,2,3.0,4.0,Activo,<no informado>,<no informado>
VC002597,32,Femenino,Soltero/a,1,Alto,Madrid,27,Referral,No suscripción,<no aplica>,5,Mensual,12,84,1129,Alimentacion,4,8,1,PayPal,0,24,2,1,0,1,2.0,3.0,Activo,<no informado>,<no informado>
VC002598,42,Femenino,Soltero/a,4,Medio,BCN,29,Referral,No suscripción,<no aplica>,3,Mensual,8,42,303,Cuidado personal,4,37,2,Tarjeta,0,129,4,1,0,1,2.0,4.0,Inactivo,Voluntario,Experiencia logística
VC002599,53,Femenino,Soltero/a,2,Bajo,Barcelona,20,Email,No suscripción,<no aplica>,4,Mensual,13,36,516,Alimentación,5,30,2,PayPal,0,0,2,0,1,3,4.0,3.0,Activo,<no informado>,<no informado>
VC002600,33,Femenino,Soltero/a,2,Medio,Barcelona,35,Orgánico,No suscripción,<no aplica>,2,Mensual,9,26,231,Bebes,5,24,2,Tarjeta,0,10,3,0,0,0,2.0,4.0,Activo,<no informado>,<no informado>
VC002601,18,Femenino,Casado/a,3,Bajo,Barcelona,33,Marketplace,No suscripción,<no aplica>,1,Ocasional,1,19,20,Mascotas,1,80,3,Wallet,0,315,1,0,0,0,3.0,4.0,Inactivo,Voluntario,Competencia
VC002602,46,Masculino,Casado/a,3,<no informado>,Madrid,62,Ads,No suscripción,<no aplica>,2,Mensual,9,47,281,Hogar,5,47,2,Tarjeta,0,3,1,0,0,1,4.0,4.0,Activo,<no informado>,<no informado>
VC002603,31,Masculino,Casado/a,2,Alto,Madrid,45,Orgánico,No suscripción,<no aplica>,3,Mensual,6,79,425,Hogar,3,18,1,Wallet,0,336,1,0,0,0,4.0,4.0,Inactivo,Involuntario,Fraude/impago
VC002604,25,Femenino,,<no informado>,Medio,Madrid,11,Email,No suscripción,<no aplica>,2,Mensual,5,35,163,Alimentación,2,74,3,Tarjeta,0,21,1,0,0,0,3.0,4.0,Activo,<no informado>,<no informado>
VC002605,32,Masculino,Casado/a,,Medio,Valencia,51,Marketplace,No suscripción,<no aplica>,4,Quincenal,21,39,684,Hogar,4,74,3,Tarjeta,0,239,3,0,0,1,3.0,3.0,Inactivo,Voluntario,Precio
VC002606,37,Femenino,Casado/a,4,Medio,Barcelona,35,Marketplace,No suscripción,<no aplica>,3,Mensual,9,31,328,Cuidado personal,3,74,3,Tarjeta,0,45,1,1,0,1,3.0,3.0,Activo,<no informado>,<no informado>
VC002607,32,Femenino,Soltero/a,1,Alto,Barcelona,71,Ads,No suscripción,<no aplica>,5,Semanal,22,57,1035,Hogar,6,57,3,Tarjeta,0,12,1,0,2,2,3.0,4.0,Activo,<no informado>,<no informado>
VC002608,18,Masculino,Casado/a,3,Medio,Barcelona,13,Orgánico,No suscripción,<no aplica>,5,Semanal,35,41,1351,Alimentación,5,32,2,Tarjeta,0,2,2,1,1,2,3.0,4.0,Activo,<no informado>,<no informado>
VC002609,50,Femenino,Casado/a,4,Bajo,Barcelona,17,Ads,No suscripción,<no aplica>,2,Mensual,9,14,127,ALIMENTACIÓN,4,35,2,Tarjeta,0,46,1,0,0,0,3.0,3.0,Activo,<no informado>,<no informado>
VC002610,54,Masculino,Pareja de hecho,2,Bajo,Madrid,36,Afiliados,No suscripción,<no aplica>,4,Quincenal,22,19,495,Alimentación,6,22,2,Tarjeta,0,9,3,0,0,0,4.0,4.0,Activo,<no informado>,<no informado>
VC002611,47,Femenino,Divorciado/a,2,Bajo,Barcelona,53,Email,No suscripción,<no aplica>,5,Quincenal,16,48,887,Cuidado personal,5,25,2,Contra reembolso,0,302,2,1,2,3,3.0,4.0,Inactivo,Involuntario,Fraude/impago
VC002612,25,Masculino,Casado/a,3,Alto,Madrid,40,Ads,No suscripción,<no aplica>,4,Mensual,13,34,557,Cuidado personal,4,63,3,Contra reembolso,0,24,2,0,0,0,3.0,3.0,Activo,<no informado>,<no informado>
VC002613,37,Masculino,Casado/a,4,Alto,Madrid,31,Orgánico,No suscripción,<no aplica>,3,Mensual,7,61,409,Cuidado personal,3,64,3,Transferencia,0,36,2,0,0,0,4.0,4.0,Activo,<no informado>,<no informado>
VC002614,39,Femenino,Soltero/a,3,Medio,Valencia,64,Referral,No suscripción,<no aplica>,4,Quincenal,19,42,661,Hogar,4,39,2,Tarjeta,0,25,4,2,0,1,2.0,3.0,Activo,<no informado>,<no informado>
VC002615,46,Femenino,Soltero/a,3,Bajo,Madrid,35,Referral,No suscripción,<no aplica>,1,Ocasional,2,32,63,Hogar,2,20,1,Tarjeta,0,57,3,0,0,1,3.0,4.0,Activo,<no informado>,<no informado>
VC002616,47,Masculino,Pareja de hecho,3,Medio,Barcelona,51,Referral,No suscripción,<no aplica>,1,Ocasional,1,46,46,Alimentación,1,29,2,Tarjeta,0,173,1,0,0,0,3.0,3.0,Inactivo,<no informado>,Precio
VC002617,30,Masculino,Soltero/a,4,Medio,Madrid,99,Orgánico,No suscripción,<no aplica>,4,Mensual,11,53,563,Hogar,2,34,2,Wallet,0,20,1,0,0,0,4.0,4.0,Activo,<no informado>,<no informado>
VC002618,40,Femenino,Casado/a,1,Medio,Barcelona,108,Email,No suscripción,<no aplica>,4,Quincenal,20,35,680,Hogar,5,24,2,PayPal,0,357,1,2,1,2,4.0,3.0,Inactivo,Voluntario,Competencia
VC002619,44,Femenino,Soltero/a,2,Medio,Madrid,43,Orgánico,No suscripción,<no aplica>,5,Semanal,50,41,2135,Bebés,3,16,1,Tarjeta,0,10,2,1,1,2,2.0,4.0,Activo,<no informado>,<no informado>
VC002620,56,Femenino,Soltero/a,,,Madrid,20,Marketplace,No suscripción,<no aplica>,1,Ocasional,2,31,70,Hogar,3,33,2,Tarjeta,0,61,3,0,0,0,3.0,4.0,Activo,<no informado>,<no informado>
VC002621,47,Masculino,Pareja de hecho,1,Medio,Madrid,53,Afiliados,No suscripción,<no aplica>,1,Ocasional,1,40,38,Cuidado personal,1,34,2,Tarjeta,0,114,2,0,0,0,2.0,4.0,Inactivo,Voluntario,Experiencia logística
VC002622,48,Masculino,Soltero/a,2,Medio,València,20,Marketplace,No suscripción,<no aplica>,3,Mensual,10,43,412,Hogar,3,44,2,Tarjeta,0,52,2,0,0,0,4.0,4.0,Activo,<no informado>,<no informado>
VC002623,40,Femenino,,2,Medio,Valencia,27,Referral,No suscripción,<no aplica>,2,Mensual,7,23,164,Alimentación,3,48,2,Tarjeta,0,999,2,0,0,1,2.0,4.0,Activo,<no informado>,<no informado>
VC002624,56,Femenino,Soltero/a,3,Medio,Madrid,58,Referral,No suscripción,<no aplica>,3,Mensual,10,29,318,Cuidado personal,4,13,1,Transferencia,0,2,2,0,0,0,3.0,4.0,Activo,<no informado>,<no informado>
VC002625,44,Masculino,Casado/a,2,Medio,Madrid,54,Ads,No suscripción,<no aplica>,4,Quincenal,16,43,724,Cuidado personal,5,63,3,Wallet,0,12,2,2,0,2,3.0,4.0,Activo,<no informado>,<no informado>
VC002626,29,Masculino,Pareja de hecho,3,Medio,BCN,76,Orgánico,No suscripción,<no aplica>,2,Mensual,15,18,248,Alimentacion,5,61,3,Tarjeta,0,333,3,0,1,1,2.0,3.0,Inactivo,Voluntario,Experiencia logística
VC002627,56,Masculino,Casado/a,4,Bajo,Barcelona,11,Email,No suscripción,<no aplica>,2,Mensual,8,25,218,Cuidado personal,4,66,3,PayPal,0,31,2,0,0,0,4.0,3.0,Activo,<no informado>,<no informado>
VC002628,47,Femenino,Pareja de hecho,2,Medio,Barcelona,86,Ads,No suscripción,<no aplica>,2,Ocasional,4,62,212,Alimentación,3,95,3,Tarjeta,0,9,1,0,0,0,3.0,4.0,Activo,<no informado>,<no informado>
VC002629,34,Masculino,Soltero/a,2,Alto,Barcelona,31,Ads,No suscripción,<no aplica>,2,Ocasional,3,51,145,Bebés,2,69,3,Tarjeta,0,119,2,0,0,0,4.0,4.0,Activo,<no informado>,<no informado>
VC002630,33,Masculino,Casado/a,2,Medio,Barcelona,62,Afiliados,No suscripción,<no aplica>,3,Mensual,11,36,444,Hogar,4,17,1,Wallet,0,0,2,0,0,0,3.0,4.0,Activo,<no informado>,<no informado>
VC002631,43,Femenino,Pareja de hecho,3,Medio,Madrid,44,Orgánico,No suscripción,<no aplica>,2,Mensual,5,50,263,Alimentación,3,47,2,Tarjeta,0,27,2,0,0,0,4.0,4.0,Activo,<no informado>,<no informado>
VC002632,45,Prefiere no decirlo,Viudo/a,3,Medio,Madrid,104,Ads,No suscripción,<no aplica>,4,Quincenal,17,35,535,Alimentacion,6,67,3,Wallet,0,9,2,0,1,1,3.0,4.0,Activo,<no informado>,<no informado>
VC002633,41,Masculino,Soltero/a,4,Bajo,Valencia,60,Referral,No suscripción,<no aplica>,4,Mensual,12,44,559,hogar,3,16,1,Tarjeta,0,43,2,0,0,0,4.0,3.0,Activo,<no informado>,<no informado>
VC002634,43,Masculino,Soltero/a,,Bajo,Barcelona,14,Orgánico,No suscripción,<no aplica>,1,Ocasional,1,34,33,Cuidado personal,1,56,3,Tarjeta,0,173,3,0,0,1,3.0,3.0,Inactivo,Voluntario,Precio
VC002635,59,Masculino,Soltero/a,4,Medio,Valencia,22,Email,No suscripción,<no aplica>,2,Mensual,8,31,283,Alimentacion,4,21,2,,0,12,2,0,0,0,3.0,4.0,Activo,<no informado>,<no informado>
VC002636,52,Femenino,Soltero/a,4,Medio,BCN,33,Orgánico,No suscripción,<no aplica>,4,Quincenal,18,34,633,Hogar,8,47,2,Tarjeta,0,293,2,0,0,0,3.0,4.0,Inactivo,Voluntario,Precio
VC002637,41,Femenino,Soltero/a,2,Alto,Barcelona,56,Email,No suscripción,<no aplica>,5,Quincenal,21,41,860,Hogar,7,42,2,Contra reembolso,0,92,4,4,1,2,2.0,4.0,Inactivo,Voluntario,Experiencia logística
VC002638,50,Femenino,Casado/a,2,Medio,Barcelona,9,Email,No suscripción,<no aplica>,3,Mensual,7,45,341,Otros,2,8,1,Contra reembolso,0,5,4,1,0,1,2.0,4.0,Activo,<no informado>,<no informado>
VC002639,27,Masculino,Casado/a,3,Medio,Madrid,45,Orgánico,No suscripción,<no aplica>,2,Mensual,8,27,219,Alimentación,4,75,3,PayPal,0,21,2,0,0,0,3.0,4.0,Activo,<no informado>,<no informado>
VC002640,44,Femenino,,5,Medio,Madrid,16,Ads,No suscripción,<no aplica>,3,Mensual,10,44,352,Alimentación,4,42,2,Tarjeta,0,38,2,0,0,0,4.0,4.0,Activo,<no informado>,<no informado>
VC002641,61,Masculino,Soltero/a,2,Medio,Valencia,37,Email,No suscripción,<no aplica>,4,Mensual,8,55,542,Mascotas,4,54,3,Wallet,0,49,5,0,0,1,1.0,4.0,Activo,<no informado>,<no informado>
VC002642,36,Femenino,Viudo/a,2,Medio,Madrid,28,Orgánico,No suscripción,<no aplica>,5,Semanal,37,37,1390,Alimentación,6,24,2,Tarjeta,0,207,1,3,3,5,3.0,4.0,Inactivo,Voluntario,Atención al cliente
VC002643,29,Masculino,Pareja de hecho,4,Medio,Madrid,27,Ads,No suscripción,<no aplica>,1,Ocasional,1,61,50,Hogar,2,38,2,Tarjeta,0,225,2,0,0,0,4.0,4.0,Inactivo,Voluntario,Precio
VC002644,31,Masculino,Divorciado/a,,Medio,Barcelona,38,Orgánico,No suscripción,<no aplica>,3,Ocasional,5,63,388,Otros,4,67,3,PayPal,0,259,1,0,0,1,4.0,4.0,Inactivo,Voluntario,Competencia
VC002645,26,Masculino,Divorciado/a,3,Bajo,Barcelona,45,Referral,No suscripción,<no aplica>,3,Quincenal,12,35,378,Cuidado personal,4,55,3,Tarjeta,0,175,3,0,0,0,2.0,4.0,Inactivo,Involuntario,Fraude/impago
VC002646,30,Masculino,Pareja de hecho,1,<no informado>,Madrid,11,Afiliados,No suscripción,<no aplica>,1,Ocasional,1,32,35,Hogar,1,23,2,Tarjeta,0,119,3,0,0,2,4.0,4.0,Activo,<no informado>,<no informado>
VC002647,35,Prefiere no decirlo,Pareja de hecho,1,Medio,Barcelona,49,Ads,No suscripción,<no aplica>,4,Quincenal,15,48,651,Alimentación,5,73,3,PayPal,0,163,4,1,0,1,2.0,4.0,Inactivo,Voluntario,Precio
VC002648,22,Femenino,Casado/a,3,Medio,Barcelona,34,Ads,No suscripción,<no aplica>,3,Mensual,11,38,419,Cuidado personal,3,88,3,Tarjeta,0,49,2,0,0,0,3.0,3.0,Activo,<no informado>,<no informado>
VC002649,39,Femenino,Casado/a,3,Medio,València,26,Marketplace,No suscripción,<no aplica>,5,Quincenal,17,54,824,Bebés,5,47,2,Tarjeta,0,-5,3,2,1,2,2.0,3.0,Inactivo,Voluntario,Competencia
VC002650,50,Femenino,Divorciado/a,2,Medio,Valencia,56,Ads,No suscripción,<no aplica>,4,Quincenal,17,41,525,Bebés,7,76,3,Tarjeta,0,181,2,0,1,1,4.0,3.0,Inactivo,Voluntario,Precio
VC002651,28,Masculino,Casado/a,4,Medio,Valencia,50,Orgánico,No suscripción,<no aplica>,3,Mensual,11,41,433,Bebés,4,35,2,Tarjeta,0,11,2,1,0,1,4.0,4.0,Activo,<no informado>,<no informado>
VC002652,57,Femenino,Soltero/a,2,,Valencia,7,Marketplace,No suscripción,<no aplica>,5,Semanal,34,50,1691,Hogar,5,83,3,Tarjeta,0,239,3,2,0,1,2.0,4.0,Inactivo,Involuntario,Fraude/impago
VC002653,45,Masculino,Pareja de hecho,3,Medio,Barcelona,31,Referral,No suscripción,<no aplica>,1,Ocasional,2,34,78,Cuidado personal,2,30,2,Tarjeta,0,34,2,0,0,0,3.0,2.0,Activo,<no informado>,<no informado>
VC002654,51,Femenino,Casado/a,2,Alto,Valencia,19,Referral,No suscripción,<no aplica>,4,Mensual,16,34,558,Bebés,4,59,3,Tarjeta,0,154,3,0,0,0,3.0,4.0,Inactivo,Voluntario,Competencia
VC002655,31,Masculino,Pareja de hecho,3,Medio,Madrid,24,Referral,No suscripción,<no aplica>,2,Ocasional,4,38,188,Hogar,3,35,2,Wallet,0,290,3,0,0,1,2.0,4.0,Inactivo,Voluntario,Competencia
VC002656,49,Masculino,Soltero/a,4,Alto,Madrid,9,Email,No suscripción,<no aplica>,3,Mensual,13,28,368,Alimentación,4,43,2,PayPal,0,250,3,0,0,0,2.0,4.0,Inactivo,Voluntario,Experiencia logística
VC002657,26,Masculino,Casado/a,1,Medio,Barcelona,31,Orgánico,No suscripción,<no aplica>,5,Semanal,32,36,984,Mascotas,5,56,3,Transferencia,0,122,2,2,1,2,2.0,4.0,Inactivo,<no informado>,Experiencia logística
VC002658,50,Masculino,Soltero/a,2,Medio,VAL,5,Orgánico,No suscripción,<no aplica>,5,Semanal,41,53,2304,Hogar,6,70,3,PayPal,0,7,1,3,4,5,4.0,4.0,Activo,<no informado>,<no informado>
VC002659,41,Femenino,Divorciado/a,4,Bajo,Barcelona,13,Orgánico,No suscripción,<no aplica>,1,Ocasional,4,25,99,Mascotas,4,36,2,PayPal,0,111,1,0,1,2,3.0,4.0,Activo,<no informado>,<no informado>
VC002660,46,Femenino,Soltero/a,3,Medio,Madrid,10,Ads,No suscripción,<no aplica>,5,Semanal,40,58,2354,Bebés,6,54,3,Tarjeta,0,346,3,3,2,3,2.0,3.0,Inactivo,Voluntario,Atención al cliente
VC002661,25,Masculino,Divorciado/a,,Medio,Valencia,30,Email,No suscripción,<no aplica>,5,Semanal,43,28,1292,Bebés,4,42,2,Tarjeta,0,359,2,2,1,4,3.0,3.0,Inactivo,Voluntario,Experiencia logística
VC002662,28,Femenino,,2,Medio,Barcelona,31,Ads,No suscripción,<no aplica>,2,Mensual,10,14,143,Hogar,5,37,2,Tarjeta,0,184,3,0,0,0,3.0,4.0,Inactivo,Voluntario,Competencia
VC002663,46,Masculino,Soltero/a,<no informado>,Medio,Barcelona,67,Referral,No suscripción,<no aplica>,5,Semanal,29,32,839,Mascotas,6,61,3,PayPal,0,2,1,0,0,0,4.0,3.0,Activo,<no informado>,<no informado>
VC002664,28,Masculino,Soltero/a,4,Bajo,Barcelona,60,Ads,No suscripción,<no aplica>,2,Mensual,10,29,267,Cuidado personal,5,49,2,Tarjeta,0,208,3,0,0,0,3.0,4.0,Inactivo,Voluntario,Precio
VC002665,45,Masculino,Casado/a,1,Medio,Barcelona,35,Marketplace,No suscripción,<no aplica>,4,Quincenal,15,41,591,Hogar,4,48,2,PayPal,0,13,3,1,0,1,2.0,3.0,Activo,<no informado>,<no informado>
VC002666,23,Femenino,,3,Medio,Madrid ,22,Orgánico,No suscripción,<no aplica>,2,Mensual,6,30,148,Mascotas,4,21,2,Tarjeta,0,45,2,0,0,0,3.0,4.0,Activo,<no informado>,<no informado>
VC002667,49,Masculino,Soltero/a,4,Medio,Madrid,13,Ads,No suscripción,<no aplica>,1,Ocasional,1,38,37,Hogar,1,34,2,Wallet,0,12,2,0,0,1,4.0,4.0,Activo,<no informado>,<no informado>
VC002668,24,Femenino,Casado/a,3,Medio,Valencia,33,Referral,No suscripción,<no aplica>,3,Mensual,6,52,306,Mascotas,3,23,2,Transferencia,0,36,2,0,0,1,3.0,4.0,Activo,<no informado>,<no informado>
VC002669,46,Femenino,Soltero/a,3,Medio,Madrid,8,Email,No suscripción,<no aplica>,1,Ocasional,1,46,45,Hogar,1,9,1,Tarjeta,0,74,2,0,0,0,2.0,3.0,Activo,<no informado>,<no informado>
VC002670,47,Femenino,Divorciado/a,2,Medio,BCN,28,Orgánico,No suscripción,<no aplica>,1,Ocasional,1,45,54,Hogar,1,37,2,Tarjeta,0,98,5,0,0,0,2.0,4.0,Activo,<no informado>,<no informado>
VC002671,31,Femenino,Soltero/a,1,Medio,Barcelona,42,Orgánico,No suscripción,<no aplica>,1,Ocasional,1,10,20,Bebés,1,44,2,Wallet,0,260,1,0,0,0,4.0,4.0,Inactivo,Involuntario,Fraude/impago
VC002672,46,Femenino,Casado/a,4,<no informado>,Valencia,34,Ads,No suscripción,<no aplica>,3,Mensual,12,34,449,Cuidado personal,5,49,2,Tarjeta,0,28,2,1,1,2,3.0,4.0,Activo,<no informado>,<no informado>
VC002673,42,Femenino,Casado/a,3,Medio,Barcelona,30,Ads,No suscripción,<no aplica>,1,Ocasional,1,62,44,Mascotas,2,84,3,Tarjeta,0,111,2,0,0,0,3.0,4.0,Activo,<no informado>,<no informado>
VC002674,33,Masculino,,3,Medio,Barcelona,11,Orgánico,No suscripción,<no aplica>,4,Mensual,11,45,502,Mascotas,6,14,1,Contra reembolso,0,34,1,0,0,0,4.0,4.0,Activo,<no informado>,<no informado>
VC002675,27,Femenino,Divorciado/a,2,Bajo,Madrid,30,Email,No suscripción,<no aplica>,1,Ocasional,2,25,54,Hogar,2,51,3,Tarjeta,0,148,2,0,0,0,3.0,4.0,Inactivo,Voluntario,Precio
VC002676,18,Masculino,Divorciado/a,4,Medio,Madrid,62,Orgánico,No suscripción,<no aplica>,4,Quincenal,17,33,515,Hogar,5,39,2,Transferencia,0,29,3,0,1,1,2.0,4.0,Activo,<no informado>,<no informado>
VC002677,43,Femenino,Soltero/a,4,Medio,Barcelona,114,Ads,No suscripción,<no aplica>,4,Mensual,12,48,621,Cuidado personal,3,71,3,Transferencia,0,1,3,0,0,0,3.0,4.0,Activo,<no informado>,<no informado>
VC002678,20,Femenino,Divorciado/a,3,Medio,Madrid,96,Ads,No suscripción,<no aplica>,4,Quincenal,22,33,579,Hogar,6,42,2,Tarjeta,0,309,1,2,1,2,3.0,2.0,Inactivo,Voluntario,Atención al cliente
VC002679,40,Masculino,Pareja de hecho,4,Bajo,Barcelona,80,Ads,No suscripción,<no aplica>,1,Ocasional,1,38,37,Cuidado personal,1,28,2,Tarjeta,0,93,2,0,0,0,2.0,4.0,Activo,<no informado>,<no informado>
VC002680,36,Masculino,Divorciado/a,1,<no informado>,Barcelona,59,Orgánico,No suscripción,<no aplica>,5,Semanal,31,32,947,Alimentación,7,50,2,PayPal,0,5,3,1,2,3,3.0,4.0,Activo,<no informado>,<no informado>
VC002681,47,Femenino,Soltero/a,4,Alto,Valencia,74,Email,No suscripción,<no aplica>,5,Quincenal,15,58,839,Hogar,5,54,3,Tarjeta,0,23,4,1,0,1,2.0,4.0,Activo,<no informado>,<no informado>
VC002682,35,Femenino,,3,Medio,Madrid ,37,Orgánico,No suscripción,<no aplica>,4,Mensual,11,57,642,Hogar,2,9,1,Tarjeta,0,53,2,0,0,1,4.0,4.0,Activo,<no informado>,<no informado>
VC002683,35,Femenino,Casado/a,2,Medio,Barcelona,45,Orgánico,No suscripción,<no aplica>,4,Mensual,14,50,775,Cuidado personal,5,8,1,Tarjeta,0,34,2,0,1,2,3.0,4.0,Activo,<no informado>,<no informado>
VC002684,48,Femenino,Casado/a,2,Alto,Barcelona,17,Ads,No suscripción,<no aplica>,4,Mensual,10,69,723,Alimentación,5,79,3,PayPal,0,17,2,0,0,0,3.0,4.0,Activo,<no informado>,<no informado>
VC002685,43,Masculino,Casado/a,2,Medio,Madrid,27,Orgánico,No suscripción,<no aplica>,1,Ocasional,2,43,82,Hogar,3,46,2,PayPal,0,29,1,0,0,1,4.0,4.0,Activo,<no informado>,<no informado>
VC002686,43,Masculino,Casado/a,4,Medio,BARCELONA ,44,Referral,No suscripción,<no aplica>,4,Mensual,14,37,584,Cuidado personal,5,77,3,Wallet,0,1,2,1,1,4,4.0,3.0,Activo,<no informado>,<no informado>
VC002687,45,Femenino,Casado/a,4,Medio,BARCELONA ,26,Afiliados,No suscripción,<no aplica>,4,Quincenal,16,49,767,Mascotas,6,40,2,Contra reembolso,0,8,3,0,2,2,4.0,3.0,Activo,<no informado>,<no informado>
VC002688,21,Masculino,Casado/a,3,Medio,Madrid,15,Ads,No suscripción,<no aplica>,5,Quincenal,16,61,1003,Hogar,5,32,2,Transferencia,0,209,2,0,1,1,4.0,4.0,Inactivo,<no informado>,Competencia
VC002689,48,Femenino,,1,Medio,BARCELONA ,20,Orgánico,No suscripción,<no aplica>,3,Mensual,9,39,327,OTROS,3,28,2,Tarjeta,0,20,2,0,0,0,3.0,4.0,Activo,<no informado>,<no informado>
VC002690,46,Masculino,Casado/a,4,Medio,Madrid,38,Afiliados,No suscripción,<no aplica>,3,Mensual,12,35,437,Cuidado personal,5,59,3,Wallet,0,42,2,0,2,2,2.0,,Activo,<no informado>,<no informado>
VC002691,27,Masculino,Casado/a,2,Medio,valencia,34,Ads,No suscripción,<no aplica>,1,Ocasional,3,39,97,Hogar,3,62,3,Tarjeta,0,192,2,0,0,0,4.0,3.0,Inactivo,Voluntario,Competencia
VC002692,36,Masculino,Soltero/a,3,Alto,Barcelona,31,Marketplace,No suscripción,<no aplica>,5,Quincenal,23,40,891,Mascota,6,61,3,Transferencia,0,13,3,2,2,3,2.0,2.0,Activo,<no informado>,<no informado>
VC002693,39,Masculino,Viudo/a,4,Alto,Madrid,17,Afiliados,No suscripción,<no aplica>,5,Semanal,27,74,1966,Hogar,6,77,3,Tarjeta,0,9,2,0,0,0,4.0,4.0,Activo,<no informado>,<no informado>
VC002694,37,Masculino,Casado/a,2,Medio,Madrid,120,Afiliados,No suscripción,<no aplica>,5,Semanal,29,35,907,Hogar,7,32,2,Tarjeta,0,2,2,2,3,4,2.0,4.0,Activo,<no informado>,<no informado>
VC002695,43,Femenino,Soltero/a,3,Medio,Barcelona,18,Orgánico,No suscripción,<no aplica>,1,Ocasional,1,44,42,Otros,1,41,2,Tarjeta,0,112,2,0,0,0,4.0,3.0,Activo,<no informado>,<no informado>
VC002696,56,Masculino,Pareja de hecho,1,Medio,Barcelona,51,Ads,No suscripción,<no aplica>,5,Semanal,37,31,1269,Bebes,9,61,3,Tarjeta,0,7,2,1,4,5,3.0,3.0,Activo,<no informado>,<no informado>
VC002697,52,Femenino,Soltero/a,1,Medio,Madrid ,21,Email,No suscripción,<no aplica>,1,Ocasional,2,32,55,Bebés,2,69,3,Contra reembolso,0,86,1,0,0,0,4.0,4.0,Activo,<no informado>,<no informado>
VC002698,23,Femenino,Soltero/a,3,Medio,Madrid,3,Email,No suscripción,<no aplica>,1,Ocasional,1,39,42,Alimentación,1,66,3,PayPal,0,185,1,0,0,0,4.0,4.0,Inactivo,Voluntario,Competencia
VC002699,46,Masculino,Casado/a,2,Medio,Valencia,42,Ads,No suscripción,<no aplica>,5,Mensual,14,51,858,Cuidado personal,5,74,3,PayPal,0,156,1,0,0,1,4.0,3.0,Inactivo,<no informado>,Competencia
VC002700,55,Femenino,,3,Medio,Madrid ,4,Marketplace,No suscripción,<no aplica>,2,Ocasional,2,57,116,Alimentación,2,28,2,Transferencia,0,54,1,0,0,0,4.0,4.0,Activo,<no informado>,<no informado>
VC002701,44,Masculino,Soltero/a,2,Medio,Madrid,67,Afiliados,No suscripción,<no aplica>,3,Mensual,10,29,318,Alimentación,4,50,2,Tarjeta,0,347,3,0,0,0,2.0,4.0,Inactivo,Voluntario,Experiencia logística
