ID Empleado,Edad,Género,Estado civil,Nivel educativo,Especialización,Años trabajando,Compañías empleadoras,Departamento,Cargo,Banda laboral,Sede,Frecuencia de viajes,Distancia al hogar,Ingresos mensuales,Nivel de stock options,Horas extraordinarias,Sesiones de formación,Años en la empresa,Años en el cargo,Años sin promocionar,Años con el mismo jefe,% Incremento salarial,Rendimiento,Satisfacción con el trabajo,Satisfacción con el ambiente,Satisfacción con las relaciones,Nivel de involucración,Balance de la vida laboral,Estado de la relación laboral,Tipo de desvinculación,Razón de la desvinculación
ECU-0384,22.0,Femenino,Casado,3,Medicina,2,1,Investigación y desarrollo,Investigador,1,Bilbao,Viajes ocasionales,11,2244,1,No,1,2,1,1,2,13,3,2,1,4,3,3,Activa,,
ECU-0385,36.0,Masculino,Casado,2,Medicina,10,1,Ventas,Ejecutivo de ventas,3,Bilbao,Viajes ocasionales,2,7596,2,No,2,10,9,9,0,13,3,3,2,2,2,3,Activa,,
ECU-0386,30.0,Masculino,Soltero,3,Grado técnico,3,9,Investigación y desarrollo,Investigador,1,Bilbao,Viajes frecuentes,4,2285,0,Sí,4,1,0,0,0,23,4,4,3,3,3,3,Finalizada,Voluntaria,Dimisión
ECU-0387,37.0,Femenino,Divorciado,3,Ciencias de la vida,18,1,Investigación y desarrollo,Técnico de laboratorio,1,Bilbao,Viajes ocasionales,14,3034,1,No,2,18,7,12,17,12,3,1,4,3,3,2,Activa,,
ECU-0388,40.0,Femenino,Divorciado,2,Marketing,8,7,Ventas,Ejecutivo de ventas,2,Barcelona,Viajes ocasionales,2,5715,2,No,5,5,4,1,3,12,3,2,4,3,3,3,Activa,,
ECU-0389,42.0,Femenino,Divorciado,4,Ciencias de la vida,8,3,Investigación y desarrollo,Técnico de laboratorio,1,Bilbao,Viajes ocasionales,1,2576,1,No,5,5,2,1,2,16,3,1,2,2,3,3,Activa,,
ECU-0390,37.0,Masculino,Soltero,4,Ciencias de la vida,18,2,Investigación y desarrollo,Director de fabricación,2,Bilbao,Viajes ocasionales,10,4197,0,Sí,2,1,0,0,1,12,3,2,3,4,3,2,Activa,,
ECU-0391,43.0,Masculino,Divorciado,3,Ciencias de la vida,25,1,Investigación y desarrollo,Director de investigación,4,Bilbao,Viajes ocasionales,12,14336,1,No,3,25,10,3,9,11,3,2,1,3,2,3,Activa,,
ECU-0392,40.0,Femenino,Casado,3,Medicina,20,6,Investigación y desarrollo,Técnico de laboratorio,2,Bilbao,Viajes ocasionales,2,3448,1,No,3,1,0,0,0,22,4,3,2,2,2,3,Activa,,
ECU-0393,54.0,Masculino,Casado,2,Medicina,24,4,Investigación y desarrollo,Director de investigación,5,Barcelona,Viajes ocasionales,5,19406,1,No,4,4,2,1,2,11,3,1,1,3,3,2,Activa,,
ECU-0394,34.0,Femenino,Casado,4,Marketing,6,9,Ventas,Ejecutivo de ventas,2,Madrid,Sin desplazamientos,4,6538,1,No,3,3,2,1,2,15,3,3,3,1,3,3,Activa,,
ECU-0395,31.0,Femenino,Casado,2,Medicina,13,1,Investigación y desarrollo,Director de fabricación,2,Madrid,Viajes ocasionales,7,4306,1,No,5,13,10,3,12,12,3,1,2,2,3,1,Activa,,
ECU-0396,43.0,Masculino,Casado,3,Medicina,8,7,Investigación y desarrollo,Técnico de laboratorio,1,Barcelona,Viajes frecuentes,21,2258,1,No,1,3,2,1,2,20,4,4,4,1,3,3,Activa,,
ECU-0397,43.0,Femenino,Divorciado,4,Otras,8,4,Investigación y desarrollo,Representante sanitario,2,Madrid,Viajes ocasionales,8,4522,0,Sí,3,5,2,0,2,14,3,3,3,4,3,3,Activa,,
ECU-0398,25.0,Femenino,Soltero,2,Ciencias de la vida,5,1,Ventas,Ejecutivo de ventas,2,Bilbao,Viajes ocasionales,4,4487,0,Sí,3,5,4,1,3,11,3,4,2,2,2,3,Activa,,
ECU-0399,37.0,Femenino,Casado,5,Medicina,15,3,Investigación y desarrollo,Investigador,2,Bilbao,Sin desplazamientos,25,4449,2,Sí,2,13,11,10,7,15,3,3,2,1,3,3,Activa,,
ECU-0400,31.0,Masculino,Casado,2,Ciencias de la vida,4,1,Investigación y desarrollo,Técnico de laboratorio,1,Bilbao,Viajes ocasionales,1,2218,1,No,3,4,2,3,2,12,3,1,4,3,2,3,Activa,,
ECU-0401,39.0,Masculino,Divorciado,1,Ciencias de la vida,21,1,Investigación y desarrollo,Director,5,Bilbao,Viajes frecuentes,1,19197,1,Sí,3,21,8,1,6,14,3,3,2,3,3,3,Activa,,
ECU-0402,56.0,Femenino,Casado,3,Ciencias de la vida,36,9,Ventas,Ejecutivo de ventas,4,Bilbao,Viajes frecuentes,6,13212,3,No,0,7,7,7,7,11,3,1,3,4,4,2,Activa,,
ECU-0403,30.0,Femenino,Soltero,3,Grado técnico,6,0,Ventas,Ejecutivo de ventas,2,Bilbao,Viajes ocasionales,12,6577,0,No,6,5,4,4,4,11,3,3,2,2,3,3,Activa,,
ECU-0404,41.0,Masculino,Casado,3,Marketing,10,1,Ventas,Ejecutivo de ventas,3,Bilbao,Viajes ocasionales,1,8392,1,No,2,10,7,0,7,16,3,1,2,3,4,3,Activa,,
ECU-0405,28.0,Masculino,Divorciado,2,Medicina,10,1,Investigación y desarrollo,Técnico de laboratorio,2,Bilbao,Viajes ocasionales,17,4558,1,No,2,10,0,1,8,12,3,1,3,4,3,3,Activa,,
ECU-0406,25.0,Masculino,Casado,3,Medicina,6,5,Investigación y desarrollo,Técnico de laboratorio,1,Bilbao,Viajes ocasionales,3,4031,1,No,5,2,2,0,2,13,3,1,1,3,3,3,Finalizada,Voluntaria,Dimisión
ECU-0407,52.0,Masculino,Casado,3,Medicina,28,2,Investigación y desarrollo,Director de fabricación,3,Bilbao,Viajes ocasionales,3,7969,0,Sí,4,5,4,0,4,14,3,3,4,3,2,3,Activa,,
ECU-0408,45.0,Masculino,Casado,2,Ciencias de la vida,8,3,Investigación y desarrollo,Investigador,1,Madrid,Viajes ocasionales,10,2654,2,No,3,2,2,0,2,21,4,4,1,4,3,2,Activa,,
ECU-0409,52.0,Femenino,Casado,2,Ciencias de la vida,31,2,Investigación y desarrollo,Director,4,Bilbao,Viajes ocasionales,4,16555,0,No,2,5,2,1,4,13,3,4,4,4,3,1,Activa,,
ECU-0410,42.0,Femenino,Divorciado,2,Ciencias de la vida,19,2,Investigación y desarrollo,Investigador,2,Madrid,Viajes frecuentes,29,4556,1,No,3,5,4,0,2,11,3,3,1,2,3,3,Activa,,
ECU-0411,30.0,Femenino,Soltero,3,Ciencias de la vida,11,2,Investigación y desarrollo,Director de fabricación,2,Madrid,Viajes ocasionales,2,6091,0,No,2,5,4,0,2,20,4,4,3,3,1,3,Activa,,
ECU-0412,60.0,Femenino,Casado,3,Ciencias de la vida,33,5,Investigación y desarrollo,Director,5,Bilbao,Viajes ocasionales,7,19566,0,No,5,29,8,11,10,11,3,1,1,4,3,1,Activa,,
ECU-0413,46.0,Femenino,Divorciado,3,Medicina,19,2,Investigación y desarrollo,Director de fabricación,2,Bilbao,Viajes ocasionales,18,4810,1,No,5,10,7,0,8,14,3,3,3,3,3,2,Activa,,
ECU-0414,42.0,Femenino,Casado,4,Grado técnico,7,0,Investigación y desarrollo,Representante sanitario,2,Bilbao,Viajes frecuentes,28,4523,3,No,4,6,5,0,4,11,3,4,4,4,2,4,Activa,,
ECU-0415,24.0,Femenino,Soltero,1,Grado técnico,6,1,Ventas,Representante de ventas,1,Madrid,Viajes ocasionales,1,3202,0,Sí,4,5,3,1,4,16,3,2,1,2,3,3,Finalizada,Voluntaria,Dimisión
ECU-0416,34.0,Femenino,Divorciado,2,Marketing,3,0,Ventas,Representante de ventas,1,Madrid,Viajes frecuentes,6,2351,1,No,3,2,2,1,0,16,3,3,4,4,1,2,Finalizada,Voluntaria,Dimisión
ECU-0417,38.0,Masculino,Casado,2,Ciencias de la vida,1,1,Investigación y desarrollo,Técnico de laboratorio,1,Bilbao,Viajes frecuentes,2,1702,1,Sí,3,1,0,0,0,23,4,4,4,3,3,3,Activa,,
ECU-0418,40.0,Femenino,Casado,4,Ciencias de la vida,21,0,Ventas,Director,5,Bilbao,Viajes ocasionales,2,18041,0,No,2,20,15,1,12,14,3,3,3,4,3,3,Activa,,
ECU-0419,26.0,Femenino,Divorciado,3,Ciencias de la vida,3,1,Investigación y desarrollo,Investigador,1,Madrid,Viajes ocasionales,23,2886,2,No,3,3,2,0,2,22,4,4,1,2,3,1,Activa,,
ECU-0420,30.0,Masculino,Casado,3,Ciencias de la vida,9,4,Investigación y desarrollo,Técnico de laboratorio,1,Madrid,Sin desplazamientos,3,2097,1,No,3,5,3,1,4,15,3,4,3,3,3,1,Activa,,
ECU-0421,29.0,Masculino,Casado,4,Medicina,10,1,Investigación y desarrollo,Director de investigación,3,Madrid,Viajes ocasionales,3,11935,0,No,2,10,2,0,7,18,3,3,2,3,2,3,Activa,,
ECU-0422,29.0,Femenino,Casado,5,Grado técnico,6,5,Investigación y desarrollo,Investigador,1,Bilbao,Viajes ocasionales,25,2546,0,No,2,2,2,1,1,16,3,2,3,2,2,4,Finalizada,Voluntaria,Dimisión
ECU-0423,19.0,Masculino,Soltero,2,Grado técnico,1,1,Recursos humanos,Gestor de personal,1,Barcelona,Viajes ocasionales,2,2564,0,No,3,1,0,0,0,12,3,4,1,3,2,4,Finalizada,Voluntaria,Dimisión
ECU-0424,30.0,Femenino,Casado,4,Otras,10,0,Ventas,Ejecutivo de ventas,3,Bilbao,Sin desplazamientos,22,8412,0,No,3,9,8,7,8,11,3,1,3,3,3,3,Activa,,
ECU-0425,57.0,Masculino,Divorciado,3,Marketing,32,3,Ventas,Director,4,Barcelona,Viajes ocasionales,29,14118,1,No,3,1,0,0,0,12,3,4,1,3,2,2,Activa,,
ECU-0426,50.0,Masculino,Casado,4,Ciencias de la vida,28,0,Investigación y desarrollo,Director,4,Barcelona,Viajes ocasionales,29,17046,1,No,2,27,10,15,7,15,3,3,2,2,2,3,Activa,,
ECU-0427,30.0,Femenino,Soltero,3,Medicina,12,0,Investigación y desarrollo,Técnico de laboratorio,1,Barcelona,Sin desplazamientos,2,2564,0,No,2,11,7,6,7,14,3,4,3,3,3,2,Activa,,
ECU-0428,60.0,Femenino,Casado,3,Marketing,22,4,Ventas,Ejecutivo de ventas,3,Bilbao,Viajes frecuentes,28,10266,0,No,5,18,13,13,11,19,3,1,3,4,2,4,Activa,,
ECU-0429,47.0,Femenino,Divorciado,2,Medicina,20,5,Investigación y desarrollo,Director de fabricación,2,Madrid,Viajes ocasionales,2,5070,3,No,2,5,0,0,4,13,3,4,1,3,3,3,Activa,,
ECU-0430,46.0,Masculino,Casado,3,Ciencias de la vida,26,6,Investigación y desarrollo,Director de investigación,4,Bilbao,Viajes ocasionales,2,17861,0,No,2,3,2,0,1,13,3,3,1,3,3,1,Activa,,
ECU-0431,35.0,Masculino,Soltero,3,Ciencias de la vida,6,0,Investigación y desarrollo,Técnico de laboratorio,1,Barcelona,Viajes ocasionales,22,4230,0,No,2,5,4,4,3,15,3,3,4,3,1,3,Activa,,
ECU-0432,54.0,Femenino,Soltero,4,Ciencias de la vida,19,7,Investigación y desarrollo,Técnico de laboratorio,2,Bilbao,Viajes ocasionales,8,3780,0,No,3,1,0,0,0,11,3,3,3,3,3,3,Activa,,
ECU-0433,34.0,Masculino,Divorciado,4,Ciencias de la vida,14,3,Investigación y desarrollo,Investigador,1,Barcelona,Viajes ocasionales,2,2768,1,No,3,7,3,5,7,12,3,3,4,3,2,3,Activa,,
ECU-0434,46.0,Femenino,Casado,3,Marketing,15,2,Ventas,Ejecutivo de ventas,3,Barcelona,Viajes ocasionales,10,9071,1,Sí,3,3,2,1,2,19,3,4,3,3,2,3,Activa,,
ECU-0435,31.0,Masculino,Divorciado,1,Ciencias de la vida,13,1,Investigación y desarrollo,Director de fabricación,3,Madrid,Viajes ocasionales,9,10648,1,No,6,13,8,0,8,25,4,2,3,4,3,4,Activa,,
ECU-0436,33.0,Masculino,Casado,1,Medicina,15,7,Investigación y desarrollo,Director,3,Madrid,Viajes ocasionales,15,13610,0,Sí,2,7,6,7,7,12,3,3,2,4,3,4,Finalizada,Voluntaria,Dimisión
ECU-0437,33.0,Masculino,Divorciado,1,Medicina,8,7,Investigación y desarrollo,Técnico de laboratorio,1,Madrid,Viajes ocasionales,10,3408,3,No,2,4,3,1,3,13,3,4,1,1,1,3,Finalizada,Involuntaria,Despido
ECU-0438,30.0,Masculino,Soltero,1,Marketing,4,0,Ventas,Representante de ventas,1,Madrid,Viajes ocasionales,7,2983,0,No,3,3,2,1,2,14,3,2,4,1,3,3,Activa,,
ECU-0439,35.0,Masculino,Casado,3,Ciencias de la vida,10,4,Investigación y desarrollo,Representante sanitario,3,Bilbao,Viajes ocasionales,16,7632,0,Sí,2,8,7,0,0,12,3,3,4,3,3,3,Activa,,
ECU-0440,31.0,Masculino,Casado,3,Ciencias de la vida,12,3,Investigación y desarrollo,Representante sanitario,3,Madrid,Viajes frecuentes,20,9824,0,No,2,1,0,0,0,12,3,3,1,1,3,3,Finalizada,Voluntaria,Dimisión
ECU-0441,34.0,Femenino,Divorciado,3,Recursos humanos,11,9,Recursos humanos,Gestor de personal,3,Bilbao,Viajes frecuentes,23,9950,3,Sí,2,3,2,0,2,15,3,1,2,3,3,3,Finalizada,Voluntaria,Dimisión
ECU-0442,42.0,Masculino,Casado,2,Otras,8,4,Investigación y desarrollo,Técnico de laboratorio,1,Madrid,Viajes frecuentes,5,2093,1,No,4,2,2,2,0,17,3,3,2,4,3,3,Activa,,
ECU-0443,36.0,Masculino,Soltero,4,Medicina,10,1,Ventas,Ejecutivo de ventas,3,Bilbao,Sin desplazamientos,10,9980,0,No,3,10,3,9,7,14,3,4,2,4,3,2,Activa,,
ECU-0444,22.0,Masculino,Soltero,1,Grado técnico,4,5,Investigación y desarrollo,Técnico de laboratorio,1,Madrid,Viajes frecuentes,4,3894,0,No,3,2,2,1,2,16,3,3,3,3,2,3,Finalizada,Voluntaria,Dimisión
ECU-0445,48.0,Femenino,Casado,5,Marketing,14,2,Ventas,Ejecutivo de ventas,2,Bilbao,Viajes ocasionales,2,4051,1,No,2,9,7,6,7,14,3,4,2,1,3,3,Activa,,
ECU-0446,55.0,Femenino,Soltero,5,Ciencias de la vida,37,3,Ventas,Director,4,Madrid,Viajes ocasionales,18,16835,0,No,2,10,9,7,7,23,4,2,1,4,3,3,Activa,,
ECU-0447,41.0,Masculino,Soltero,2,Ciencias de la vida,16,7,Ventas,Ejecutivo de ventas,2,Madrid,Sin desplazamientos,10,6230,0,No,3,14,3,1,10,14,3,4,4,4,3,3,Activa,,
ECU-0448,35.0,Masculino,Casado,3,Marketing,15,9,Ventas,Ejecutivo de ventas,2,Barcelona,Viajes ocasionales,1,4717,0,No,2,11,9,6,9,11,3,3,2,3,3,3,Activa,,
ECU-0449,40.0,Femenino,Soltero,3,Ciencias de la vida,22,7,Investigación y desarrollo,Director de fabricación,4,Barcelona,Viajes ocasionales,6,13237,0,No,3,20,6,5,13,15,3,3,2,3,3,3,Activa,,
ECU-0450,39.0,Femenino,Casado,1,Ciencias de la vida,8,1,Investigación y desarrollo,Técnico de laboratorio,1,Barcelona,Viajes frecuentes,8,3755,1,No,3,8,3,0,7,11,3,3,3,1,3,3,Activa,,
ECU-0451,31.0,Masculino,Soltero,1,Ciencias de la vida,10,4,Ventas,Ejecutivo de ventas,2,Barcelona,Viajes ocasionales,2,6582,0,Sí,2,6,5,0,5,13,3,4,2,3,3,4,Activa,,
ECU-0452,42.0,Masculino,Casado,3,Medicina,10,1,Investigación y desarrollo,Director de fabricación,3,Bilbao,Viajes ocasionales,24,7406,1,Sí,5,10,9,5,8,21,4,1,4,4,3,2,Activa,,
ECU-0453,45.0,Masculino,Casado,3,Otras,9,0,Ventas,Ejecutivo de ventas,2,Bilbao,Viajes ocasionales,2,4805,1,No,3,8,7,3,7,19,3,2,4,2,3,4,Activa,,
ECU-0454,26.0,Femenino,Divorciado,4,Ciencias de la vida,8,0,Recursos humanos,Gestor de personal,1,Barcelona,Viajes frecuentes,17,2741,1,Sí,2,7,7,1,0,11,2,3,2,2,3,2,Finalizada,Voluntaria,Dimisión
ECU-0455,29.0,Masculino,Divorciado,3,Grado técnico,8,4,Investigación y desarrollo,Director de fabricación,2,Madrid,Viajes ocasionales,19,4262,2,No,2,3,2,1,2,12,3,4,4,2,3,4,Activa,,
ECU-0456,33.0,Femenino,Divorciado,5,Medicina,10,4,Investigación y desarrollo,Director de investigación,4,Madrid,Viajes ocasionales,1,16184,1,No,2,6,1,0,5,19,3,3,1,3,4,3,Activa,,
ECU-0457,31.0,Masculino,Divorciado,3,Ciencias de la vida,10,9,Ventas,Director,3,Barcelona,Viajes ocasionales,7,11557,1,No,3,5,4,0,1,21,4,4,3,3,2,2,Activa,,
ECU-0458,18.0,Masculino,Soltero,3,Marketing,0,1,Ventas,Representante de ventas,1,Madrid,Viajes frecuentes,5,1878,0,Sí,3,0,0,0,0,14,3,2,2,4,3,3,Finalizada,Voluntaria,Dimisión
ECU-0459,40.0,Masculino,Divorciado,3,Otras,20,3,Ventas,Ejecutivo de ventas,3,Madrid,Sin desplazamientos,28,10932,1,No,2,1,0,0,1,15,3,1,3,3,1,3,Activa,,
ECU-0460,41.0,Femenino,Soltero,4,Otras,10,2,Investigación y desarrollo,Representante sanitario,2,Barcelona,Sin desplazamientos,2,6811,0,Sí,3,8,7,0,7,17,3,3,1,1,2,3,Activa,,
ECU-0461,26.0,Masculino,Divorciado,2,Medicina,8,5,Ventas,Ejecutivo de ventas,2,Bilbao,Viajes ocasionales,29,4306,2,No,5,0,0,0,0,12,3,3,1,1,3,3,Activa,,
ECU-0462,35.0,Femenino,Soltero,3,Medicina,5,1,Ventas,Ejecutivo de ventas,2,Bilbao,Viajes ocasionales,1,4859,0,No,3,5,4,0,3,16,3,3,1,4,3,3,Activa,,
ECU-0463,34.0,Masculino,Soltero,4,Ciencias de la vida,10,1,Ventas,Ejecutivo de ventas,2,Barcelona,Viajes ocasionales,21,5337,0,No,3,10,7,5,7,12,3,4,4,4,4,3,Activa,,
ECU-0464,26.0,Masculino,Soltero,3,Grado técnico,1,1,Investigación y desarrollo,Técnico de laboratorio,1,Bilbao,Viajes ocasionales,24,2340,0,Sí,3,1,0,0,0,18,3,4,3,2,1,1,Finalizada,Voluntaria,Dimisión
ECU-0465,37.0,Femenino,Soltero,3,Grado técnico,12,4,Investigación y desarrollo,Director de fabricación,3,Bilbao,Viajes ocasionales,1,7491,0,No,3,6,5,1,2,17,3,4,2,4,3,4,Activa,,
ECU-0466,46.0,Femenino,Casado,1,Medicina,28,5,Investigación y desarrollo,Representante sanitario,3,Bilbao,Viajes frecuentes,18,10527,0,No,3,2,2,1,2,11,3,3,1,4,3,2,Activa,,
ECU-0467,41.0,Femenino,Casado,5,Ciencias de la vida,22,7,Ventas,Director,4,Bilbao,Viajes ocasionales,2,16595,1,No,2,18,16,11,8,16,3,1,2,2,3,3,Activa,,
ECU-0468,37.0,Masculino,Divorciado,4,Medicina,9,1,Ventas,Ejecutivo de ventas,3,Barcelona,Sin desplazamientos,9,8834,1,No,6,9,5,7,7,13,3,2,1,4,3,3,Activa,,
ECU-0469,52.0,Masculino,Divorciado,2,Grado técnico,18,3,Investigación y desarrollo,Investigador,2,Bilbao,Viajes ocasionales,6,5577,2,Sí,3,10,9,6,9,12,3,1,4,2,3,3,Activa,,
ECU-0470,32.0,Masculino,Casado,4,Otras,6,8,Ventas,Ejecutivo de ventas,2,Madrid,Sin desplazamientos,11,4707,0,No,2,4,2,1,2,12,3,3,4,4,4,3,Finalizada,Voluntaria,Dimisión
ECU-0471,24.0,Masculino,Casado,3,Medicina,3,0,Ventas,Representante de ventas,1,Bilbao,Viajes frecuentes,24,2400,2,No,3,2,2,2,1,13,3,4,4,3,3,3,Activa,,
ECU-0472,38.0,Femenino,Casado,3,Medicina,18,3,Investigación y desarrollo,Representante sanitario,2,Barcelona,Viajes ocasionales,10,9824,1,No,4,1,0,0,0,19,3,3,3,3,3,3,Activa,,
ECU-0473,37.0,Femenino,Casado,4,Ciencias de la vida,8,6,Investigación y desarrollo,Director de fabricación,2,Madrid,Viajes ocasionales,1,6447,1,No,2,6,5,4,3,12,3,2,2,2,3,2,Activa,,
ECU-0474,49.0,Masculino,Divorciado,4,Ciencias de la vida,31,1,Investigación y desarrollo,Director de investigación,5,Bilbao,Viajes ocasionales,18,19502,1,Sí,5,31,9,0,9,17,3,3,4,3,2,3,Activa,,
ECU-0475,24.0,Masculino,Casado,3,Medicina,6,1,Investigación y desarrollo,Investigador,1,Madrid,Viajes ocasionales,23,2725,2,Sí,3,6,5,1,4,11,3,4,2,2,4,3,Activa,,
ECU-0476,26.0,Masculino,Casado,2,Marketing,6,1,Ventas,Ejecutivo de ventas,2,Madrid,Viajes ocasionales,28,6272,2,No,5,5,3,1,4,20,4,2,1,4,3,4,Activa,,
ECU-0477,24.0,Masculino,Casado,2,Otras,1,1,Investigación y desarrollo,Técnico de laboratorio,1,Madrid,Viajes ocasionales,17,2127,1,No,2,1,0,0,0,21,4,2,4,4,2,3,Activa,,
ECU-0478,50.0,Masculino,Casado,3,Medicina,32,1,Recursos humanos,Director,5,Bilbao,Viajes frecuentes,3,18200,1,No,2,32,5,10,7,11,3,2,1,3,3,3,Activa,,
ECU-0479,25.0,Masculino,Casado,1,Medicina,7,1,Ventas,Representante de ventas,1,Madrid,Viajes ocasionales,13,2096,0,No,1,7,4,0,6,11,3,3,2,3,3,3,Activa,,
ECU-0480,24.0,Femenino,Casado,3,Ciencias de la vida,6,1,Investigación y desarrollo,Técnico de laboratorio,1,Madrid,Viajes frecuentes,7,2886,1,Sí,4,6,3,1,2,16,2,3,1,4,3,3,Finalizada,Voluntaria,Dimisión
ECU-0481,30.0,Masculino,Casado,4,Ciencias de la vida,1,1,Ventas,Representante de ventas,1,Bilbao,Viajes frecuentes,12,2033,1,No,2,1,0,0,0,18,3,1,2,3,2,4,Finalizada,Voluntaria,Dimisión
ECU-0482,34.0,Masculino,Casado,2,Ciencias de la vida,6,1,Investigación y desarrollo,Investigador,1,Bilbao,Viajes ocasionales,1,3622,1,Sí,3,6,5,1,3,13,3,4,2,4,2,3,Activa,,
ECU-0483,31.0,Masculino,Divorciado,4,Medicina,9,2,Ventas,Ejecutivo de ventas,2,Madrid,Viajes ocasionales,13,4233,0,No,2,3,1,1,2,17,2,1,2,3,3,1,Finalizada,Voluntaria,Dimisión
ECU-0484,35.0,Masculino,Soltero,2,Otras,9,4,Investigación y desarrollo,Técnico de laboratorio,2,Bilbao,Viajes ocasionales,25,3681,0,No,3,3,2,0,2,14,3,4,1,4,2,3,Activa,,
ECU-0485,31.0,Masculino,Divorciado,4,Medicina,13,4,Ventas,Ejecutivo de ventas,2,Bilbao,Viajes ocasionales,6,5460,2,No,4,7,7,5,7,22,4,4,1,4,4,4,Activa,,
ECU-0486,27.0,Femenino,Divorciado,4,Medicina,6,0,Investigación y desarrollo,Investigador,1,Barcelona,Viajes ocasionales,6,2187,2,No,5,5,3,0,3,12,3,3,1,3,2,2,Activa,,
ECU-0487,37.0,Masculino,Casado,3,Marketing,17,4,Ventas,Ejecutivo de ventas,2,Madrid,Viajes ocasionales,2,9602,1,Sí,3,3,0,1,0,11,3,3,4,3,3,2,Activa,,
ECU-0488,20.0,Femenino,Soltero,3,Ciencias de la vida,1,1,Investigación y desarrollo,Investigador,1,Madrid,Viajes ocasionales,1,2836,0,No,0,1,0,0,0,13,3,2,4,4,2,4,Activa,,
ECU-0489,42.0,Femenino,Casado,4,Ciencias de la vida,10,1,Investigación y desarrollo,Representante sanitario,2,Madrid,Viajes ocasionales,2,4089,2,No,4,10,2,2,2,13,3,4,3,2,3,3,Activa,,
ECU-0490,43.0,Masculino,Divorciado,4,Otras,21,4,Investigación y desarrollo,Director de investigación,4,Barcelona,Viajes ocasionales,6,16627,1,Sí,3,1,0,0,0,14,3,4,2,3,2,2,Activa,,
ECU-0491,38.0,Femenino,Soltero,1,Ciencias de la vida,8,3,Investigación y desarrollo,Investigador,1,Barcelona,Viajes ocasionales,1,2619,0,No,3,0,0,0,0,17,3,1,3,4,3,2,Activa,,
ECU-0492,43.0,Masculino,Divorciado,5,Medicina,10,3,Investigación y desarrollo,Técnico de laboratorio,2,Bilbao,Viajes frecuentes,9,5679,1,Sí,3,8,7,4,7,13,3,3,4,2,3,3,Activa,,
ECU-0493,48.0,Femenino,Casado,4,Ciencias de la vida,21,7,Investigación y desarrollo,Director,4,Barcelona,Viajes ocasionales,1,15402,1,No,3,3,2,0,2,11,3,1,4,1,2,1,Activa,,
ECU-0494,44.0,Femenino,Soltero,4,Ciencias de la vida,10,4,Recursos humanos,Gestor de personal,2,Barcelona,Viajes ocasionales,1,5985,0,No,1,2,2,0,2,11,3,3,1,2,2,4,Activa,,
ECU-0495,34.0,Femenino,Divorciado,3,Grado técnico,8,1,Ventas,Representante de ventas,1,Barcelona,Viajes ocasionales,14,2579,2,Sí,3,8,2,0,6,18,3,3,3,4,3,3,Activa,,
ECU-0496,27.0,Masculino,Divorciado,1,Marketing,5,0,Ventas,Representante de ventas,1,Bilbao,Viajes ocasionales,2,3041,1,No,3,4,3,0,2,11,3,1,3,2,3,3,Finalizada,Voluntaria,Dimisión
ECU-0497,21.0,Masculino,Soltero,1,Grado técnico,3,1,Ventas,Representante de ventas,1,Bilbao,Viajes ocasionales,22,3447,0,No,2,3,2,1,2,11,3,3,3,3,3,3,Activa,,
ECU-0498,44.0,Masculino,Casado,4,Otras,26,4,Investigación y desarrollo,Director,5,Madrid,Viajes ocasionales,3,19513,1,Sí,2,2,2,0,1,12,3,4,4,1,3,4,Activa,,
ECU-0499,22.0,Masculino,Casado,1,Medicina,3,0,Investigación y desarrollo,Investigador,1,Bilbao,Viajes ocasionales,6,2773,0,No,3,2,2,2,2,20,4,3,1,4,3,3,Activa,,
ECU-0500,33.0,Masculino,Divorciado,4,Marketing,6,0,Ventas,Ejecutivo de ventas,2,Bilbao,Viajes ocasionales,8,7104,0,No,3,5,0,1,2,12,3,3,3,4,3,3,Activa,,
ECU-0501,32.0,Femenino,Casado,4,Ciencias de la vida,6,1,Investigación y desarrollo,Investigador,2,Bilbao,Viajes ocasionales,9,6322,1,Sí,2,6,4,0,5,12,3,4,1,4,3,2,Activa,,
ECU-0502,30.0,Femenino,Divorciado,3,Medicina,1,1,Investigación y desarrollo,Investigador,1,Bilbao,Viajes frecuentes,3,2083,1,No,2,1,0,0,0,20,4,3,3,3,3,3,Activa,,
ECU-0503,36.0,Femenino,Soltero,1,Medicina,18,7,Ventas,Ejecutivo de ventas,2,Madrid,Viajes ocasionales,1,8381,0,No,2,14,7,8,10,20,4,1,4,4,3,4,Activa,,
ECU-0504,34.0,Masculino,Casado,5,Ciencias de la vida,10,1,Investigación y desarrollo,Investigador,1,Bilbao,Viajes ocasionales,1,2691,1,No,4,10,9,8,8,12,3,4,2,4,3,2,Activa,,
ECU-0505,45.0,Femenino,Casado,4,Ciencias de la vida,5,2,Ventas,Ejecutivo de ventas,2,Madrid,Viajes frecuentes,26,4286,2,No,4,1,1,0,0,14,3,1,1,4,3,3,Finalizada,Voluntaria,Dimisión
ECU-0506,26.0,Femenino,Casado,3,Ciencias de la vida,3,1,Investigación y desarrollo,Técnico de laboratorio,1,Madrid,Viajes ocasionales,6,2659,1,Sí,2,3,2,0,2,13,3,4,3,3,3,3,Activa,,
ECU-0507,37.0,Masculino,Casado,3,Otras,10,1,Investigación y desarrollo,Director de fabricación,3,Madrid,Viajes ocasionales,3,9434,1,No,2,10,7,7,8,15,3,3,3,3,3,3,Activa,,
